id,NUTS,url,date,cos_dist,loc_normal,latitude,longitude
65db3539-e6c2-4442-9455-78305e10fad7,"DEB31, DEB3I","https://www.rheinpfalz.de/lokal/pfalz-ticker_artikel,-t%C3%B6tungsdelikt-55-j%C3%A4hriger-soll-seine-frau-umgebracht-haben-_arid,5088079.html",2020-07-17,0.22471522,frankenthal,49.53770720000001,8.3560768
65db8025-8dd4-4b94-b4ef-2853a229f7f6,DE241,https://www.gifhorner-rundschau.de/panorama/article215870589/Polizei-stoppt-Mann-21-und-findet-Leiche-im-Kofferraum.html,2018-11-25,0.22340131,bamberg,49.8988135,10.9027636
65de4cb2-f77b-48ad-b716-920a8ee01cc4,"DE712, DEA1F",https://www.morgenpost.de/vermischtes/article227106137/Nach-Attacke-in-Voerde-Verdaechtiger-soll-in-Psychiatrie.html,2019-09-16,0.22391233,voerde,51.6005212,6.6544111
65ded6ac-fc6f-4223-b60d-37066b8e7363,DE40D,https://www.welt.de/regionales/berlin/article167817266/Leiche-einer-61-Jaehrigen-gefunden.html,2017-08-19,0.20857301,alt ruppin,52.9461467,12.8499055
65dfbe10-7f3d-4c52-aa51-955f66ff40aa,DED51,https://www.mdr.de/nachrichten/sachsen/leipzig/leipzig-leipzig-land/anklage-mord-hotel-sellerhausen-100.html,2023-04-17,0.21884465,leipzig,51.3396955,12.3730747
65dfecf1-6723-434a-8914-1c239ed04b31,DE111,https://www.sueddeutsche.de/panorama/kriminalitaet-stuttgart-toedlicher-messerangriff-in-stuttgart-mann-vor-haftrichter-dpa.urn-newsml-dpa-com-20090101-191208-99-56767?source=rss,2019-12-09,0.20279162,stuttgart,48.7758459,9.1829321
65e29103-e5c2-4c7e-8c56-1b16735af2e9,DE300,https://www.tagesspiegel.de/berlin/polizei-justiz/mord-in-berlin-vor-33-jahren-gericht-hebt-haftbefehl-gegen-61-jaehrigen-klaus-r-ueberraschend-auf/26739442.html,2020-12-21,0.21967492,neukölln,52.4811497,13.4353501
65e46e04-0afc-4fd5-8038-fda071529564,"DE266, DE300",https://www.infranken.de/lk/rhoen-grabfeld/frau-51-im-kreis-rhoen-grabfeld-vor-29-jahren-getoetet-neue-spuren-sollen-jetzt-zum-taeter-fuehren-art-5599226,2022-12-06,0.20360821,berlin,52.52000659999999,13.404954
65e97365-f780-4177-b5a4-a56c524e48bd,DE91C,https://www.welt.de/vermischtes/plus202099842/Sexualstraftaeter-Bei-hochgefaehrlichen-Menschen-sollte-man-eigentlich-lebenslang-Therapie-machen.html,2019-10-23,0.22099188,göttingen,51.54128040000001,9.9158035
65eb9fa2-ae81-475e-bbd9-91e970068e23,DE300,http://www.stern.de/panorama/mordkommission-ermittelt-zeitung--frau-in-berlin-vor-wohnungsbrand-erstochen-7374406.html?utm_campaign=alle-nachrichten&utm_medium=rss-feed&utm_source=standard,2017-03-18,0.22007401,berlin,52.52000659999999,13.404954
65ec236a-da3e-45ff-9530-d2504510776a,"DEF01, DEF0C",https://www.muensterschezeitung.de/nachrichten/vermischtes/ehefrau-vergewaltigt-und-getoetet-acht-jahre-haft-fuer-mann-2425604,2021-09-17,0.20959647,flensburg,54.7937431,9.4469964
65f50233-e3ff-4372-95d0-b7c02bc05136,"DE212, DE21K, DE21M",https://www.merkur.de/bayern/anklage-wegen-mordes-nach-toetung-von-studentin-in-aschau-zr-92270590.html,2023-05-11,0.22387148,traunstein,47.8677574,12.6384037
65f6cf09-0616-434d-adeb-d81d138c31a1,DE300,https://bnn.de/nachrichten/blick-in-die-welt/15-jaehriger-gesteht-toetung-von-14-jaehriger-in-berlin,2018-03-11,0.20637256,berlin,52.52000659999999,13.404954
65f6f407-25c6-4057-be4d-720a95e5e5c0,DE300,https://www.welt.de/regionales/berlin/article172041117/Taetersuche-nach-Leichenfund-dauert-an-bislang-30-Hinweise.html,2017-12-30,0.20751572,berlin,52.52000659999999,13.404954
65fa23b0-2d37-4c64-b5d4-f2ea6ddd3a4b,"DE212, DEF01",http://www.sueddeutsche.de/news/panorama/kriminalitaet-maedchen-in-flensburg-erstochen-ermittlungen-gehen-weiter-dpa.urn-newsml-dpa-com-20090101-180315-99-488349,2018-03-15,0.22006565,flensburg,54.7937431,9.4469964
65ffa5af-21a1-401b-b65f-cb681e3c362d,DE300,https://www.abendzeitung-muenchen.de/panorama/zwei-frauen-in-berlin-getoetet-fahndung-nach-taetern-art-921822,2023-08-18,0.20717505,berlin,52.52000659999999,13.404954
6600811e-c071-49df-a6f7-eb17d30b0e6d,DE929,https://www.abendblatt.de/region/niedersachsen/article231290578/50-Jaehrige-in-Hannover-erstochen-Lebenspartner-stellt-sich.html,2021-01-08,0.21927412,hannover,52.3758916,9.732010400000002
6600ed4a-e1a1-4d86-812b-10f4b98bfb94,DE721,https://www.mittelhessen.de/lokales/hessen/51-jaehrige-getoetet-bekannter-unter-mordverdacht-in-u-haft-2706117,2023-07-17,0.20878467,gießen,50.5840512,8.678403099999999
6602d373-160f-4fb0-8657-2323a2b1f329,"DE125, DE128",https://www.mz.de/panorama/psychiatrie-patient-soll-nach-messerangriff-vor-haftrichter-3687910,2023-09-09,0.21465169,wiesloch,49.2953714,8.6962064
